ID,Application Address,Geocode Address,Map-Lot,Neighborhood,Year Permitted,Fiscal Year Permitted,Prior Use,Permitted Use,Housing Starts,Net Change in Units,Location
8,1271 Cambridge St,1271 Cambridge St,83-67,3,1996,,3 Units,Restaurant,0,-3,"(42.37355764, -71.09869729)"
246,61 Cedar St,61 Cedar St,192-14,11,2005,,2 Units,3 Units,3,1,"(42.39402245, -71.13126969)"
738,3 Hancock St,3 Hancock St,120-11,7,2019,FY19,vacant,2 units,2,2,"(42.36692245, -71.11044331)"
319,120 Rindge Ave,120 Rindge Ave,195-169,11,2006,,Church School,46 Units,46,46,"(42.39265356, -71.12986713)"
510,900 Memorial Drive,900 Memorial Drive,130-144,7,2013,FY14,247 Units,"244 Units, Study Space",0,-3,"(42.36707557, -71.11551459)"
40,86 ELLERY St,86 Ellery St,139-5,6,1997,,3 Units & 7 Rooms,5 Units & 2 Rooms,5,-3,"(42.37344838, -71.10909044)"
649,65 Lincoln St,65 Lincoln St,80-36,3,2017,FY17,2 Units,3 Units,1,1,"(42.37134174, -71.09490113)"
435,111-117 Charles St,111 Charles St,17-89,1,2011,,Comm,4 Units,4,4,"(42.36779729, -71.08133375)"
99,93 Third St,93 Third St,24-85,1,1998,,1 Unit,2 Units,2,1,"(42.36995657, -71.08022243)"
617,104 Amory St,104 Amory St,110-45,6,2016,FY17,2 Units,4 Units,2,2,"(42.3717481, -71.10042576)"
304,40 Highland Ave,40 Highland Ave,112-95,6,2006,,Rooming House,3 Units,3,3,"(42.37280754, -71.10572219)"
272,390 Rindge Ave,390 Rindge Ave,268B-46,11,2005,,Daycare,8 Units,8,8,"(42.39374319, -71.13924143)"
209,1979 Mass Ave,1979 Massachusetts Ave,179-52,11,2003,,Funeral Home,15 Units,15,15,"(42.39033041, -71.12071409)"
600,236 Walden St,236 Walden St,205-5,9,2015,FY16,2 Units,1 Unit,1,-1,"(42.38635333, -71.13021359)"
478,72 Lexington Ave,72 Lexington Ave,247-107,10,2012,,2 Units,1 Unit,1,-1,"(42.37798676, -71.14049828)"
388,265-269 Pearl St,265 Pearl St,102-17,5,2008,,7 Units/Used Furniture Store,9 Units,9,2,"(42.35820161, -71.10980437)"
495,40 Norris St,40 Norris St,192-151,11,2013,FY13,N Cambridge Catholic Hs,25 Units,25,25,"(42.39509596, -71.12965307)"
632,60 Orchard St,60 Orchard St,181-69,11,2016,FY17,2 Units,1 Unit,1,-1,"(42.3919945, -71.12137431)"
759,30 Bellis Circle,30 Bellis Circle,271-25,9,2019,FY20,2 units,1 unit,1,-1,"(42.39004739, -71.13403029)"
346,102-104 Lexington Ave,102 Lexington Ave,247-102,10,2007,,2 Units,2 Units,2,0,"(42.37858393, -71.14069301)"
368,469-471 Concord Ave,475 Concord Ave,261-202,9,2008,,Commercial,3 Townhouses,3,3,"(42.38671791, -71.14013716)"
553,240 Sidney St,240 Sidney St,66-152,5,2014,FY15,Office,96 Units,96,96,"(42.35681768, -71.10597922)"
536,159 Allston St,159 Allston St,97-124,5,2014,FY15,3 Units,Vacant,0,-3,"(42.35873056, -71.10811994)"
104,77 Antrim St,77 Antrim St,114-129,6,1999,,Vacant,1 Unit,1,1,"(42.37217119, -71.1026058)"
610,318 Harvard St,318 Harvard St,116-29,6,2016,FY16,2 Units,1 Unit,1,-1,"(42.37005364, -71.10727175)"
324,3 Bow St,3 Bow St,133-55,7,2007,,Office,Clinic/Group Home,,0,"(42.37198207, -71.11575665)"
595,262 Monsignor O'Brien Hwy,262 Monsignor OBrien Hwy,22-128,1,2015,FY16,Car Wash,56 Units,56,56,"(42.37344052, -71.08192085)"
141,96-98 Ellery St,96 Ellery St,139-8,6,2000,,6 Unit,4 Units,4,-2,"(42.37397698, -71.10870179)"
214,23 Sidney St,23 Sidney St,92-118,5,2003,,Vacant Land,49 Units,49,49,"(42.36223013, -71.10058289)"
726,18 Bates St.,18 Bates St,209-43,9,2019,FY19,1 unit,2 units,2,1,"(42.38414738, -71.12471095)"
622,175 Coolidge Hill Rd,175 Coolidge Hill,242A-105,10,2016,FY17,Vacant,1 Unit,1,1,"(42.37243159, -71.1373531)"
92,206-212 OTIS St,206 Otis St,34-133,1,1998,,Factory/Business,8 Units,8,8,"(42.37108735, -71.08773037)"
484,160-180 Cambridgepark Dr,160 Cambridgepark Dr,267.4-316,11,2013,FY13,Parking Lot,398 Units,398,398,"(42.39498959, -71.14753153)"
700,55 Reed St,55 Reed St,192-28,11,2018,FY18,3 units,2 units,2,-1,"(42.39501519, -71.13201494)"
521,29 Grant St,29 Grant St,132-37,7,2014,FY14,1 Unit,2 Units,1,1,"(42.36994382, -71.11618365)"
67,41 WINTHROP St,41 Winthrop St,162-14,7,1997,,1 Unit,2 Units,2,1,"(42.37164669, -71.11912587)"
241,18-24 Bay State Rd,24 Bay State Rd,261-74,9,2005,,Plumbing Supply,23 Units,23,23,"(42.38706196, -71.14013469)"
252,65 Fayette St,65 Fayette St,113-42,6,2005,,3 Units,2 Units,2,-1,"(42.37342596, -71.10271764)"
627,310-316 Hurley St,312 Hurley St,26-106,1,2016,FY17,1 Unit,5 Units,5,4,"(42.36854064, -71.08440244)"
770,107 First St,105 First St,10-37,1,2019,FY20,commercial,118 units,118,118,"(42.36760825, -71.07780098)"
668,74 Holworthy St,74 Holworthy St,254-32,13,2017,FY18,1 unit,2 units,1,1,"(42.37660673, -71.15050517)"
156,51 Upland Road,51 Upland Road,201-65,9,2000,,2 Units,1 Unit,1,-1,"(42.38813485, -71.12166422)"
199,167 Brattle St,167 Brattle St,238-45,10,2003,,2 Unit,1 Unit,1,-1,"(42.37738904, -71.13588154)"
109,257 Charles St,257 Charles St,32-11,1,1999,,Vacant Lot,1 Unit,1,1,"(42.36840592, -71.08585753)"
331,31 Copley St,31 Copley St,262-103,9,2007,,3 Unit,2 Unit,2,-1,"(42.38501781, -71.13469641)"
463,60 Clifton St,60 Clifton St,269-18,11,2012,,1 Unit,2 Units,1,1,"(42.39531135, -71.13665532)"
685,18-26 Chauncy St,18 Chauncy St,172-61,9,2018,FY18,basment,9 Units,9,9,"(42.37931919, -71.12272732)"
522,115 Harvey St,115 Harvey St,190-189,11,2014,FY14,3 Units,3 Units New Constuction,3,0,"(42.39747075, -71.13380802)"
131,330 BROADWAY,330 Broadway,108-32,6,2000,,Office,3 Units,3,3,"(42.36956941, -71.10217177)"
400,33 Park Ave,33 Park Ave,253-115,13,2009,,2 Units,1 Unit,1,-1,"(42.37799023, -71.1489764)"
769,34 Fairfield St,34 Fairfield St,198-72,9,2019,FY20,2 units,1 unit,1,-1,"(42.39155839, -71.12666809)"
636,253 Walden St,253 Walden St,272-17,9,2016,FY17,Pkg Lot/Warehouse,27 Units,27,27,"(42.386215, -71.13122759)"
695,16 Kennedy Rd,16 Kennedy Rd,238-83,10,2018,FY18,1 units,1 unit,1,0,"(42.37824231, -71.13432025)"
279,63 Walden St,63 Walden St,202-26,9,2005,,2 Units,4 Units,4,2,"(42.38883722, -71.12526634)"
781,8 Van Norden St,8 Van Norden St,195-77,11,2019,FY20,2 units,vacant,0,-2,"(42.3914289, -71.12982185)"
456,42-54 Bay State Road,42 Bay State Road,261-200,9,2012,,Commercial,10 Units,10,9,"(42.38724253, -71.13950416)"
224,182 Elm St North,182 Elm St North,180-18,11,2004,,I Unit/Comm,2 Units/Comm,2,1,"(42.39278419, -71.1204416)"
609,1 Gold Star Road Ct,1 Gold Star Road Ct,184-187,11,2016,FY16,2 Units,1 Unit,1,-1,"(42.39951531, -71.13053895)"
395,135-137 Elm St,135 Elm St,86-19,4,2009,,2 Units,4 Units,4,2,"(42.37022981, -71.09714611)"
307,34 Linnaean St,34 Linnaean St,212-14,9,2006,,8 Units,4 Units,4,-4,"(42.38363734, -71.12304559)"
136,30 Cambridgepark Dr,30 Cambridgepark Dr,265D-52,11,2000,,Vacant,311 Units,311,311,"(42.39442308, -71.14280741)"
564,65 Ellery St,65 Ellery St,135-30,6,2015,FY15,3 Units,1 Unit,1,-1,"(42.37254376, -71.10998789)"
300,13 Grant St,9 Grant St,132-156,7,2006,,Parking,3 Units,3,3,"(42.3696365, -71.11534884)"
227,112 Henry St,112 Henry St,98-9,5,2004,,1 Unit,2 Units,2,1,"(42.35650458, -71.1108411)"
4,11 Blackstone St,11 Blackstone St,129-9,7,1996,,Commercial,11 Units,11,11,"(42.36251394, -71.11440223)"
268,258 Norfolk St,258 Norfolk St,86-15,4,2005,,2 Units,1 Unit,1,-1,"(42.37043108, -71.09774077)"
506,161 Grove St,161 Grove St,266-15,13,2013,FY14,Vacant,1 Unit,1,1,"(42.38295302, -71.1579238)"
439,17 Florence St,17 Florence St,100-35,5,2011,,2 Units,3 Units,3,1,"(42.35862256, -71.1134882)"
432,71 School St,71 School St,74-27,4,2010,,2 Unit,2 Unit,2,0,"(42.36397774, -71.09713604)"
242,16 Bigelow St,16 Bigelow St,118-38,6,2005,,3 Units,2 Units,2,-1,"(42.36808808, -71.10513585)"
81,55 KINNAIRd St,59 Kinnaird St,123-62,7,1998,,Vacant Lot,3 Units,3,3,"(42.36640506, -71.10980655)"
653,75-77 New St,77 New St,264-104,9,2017,FY17,Warehouse,93 Units,93,93,"(42.38905579, -71.14022725)"
168,156 Fifth St,156 Fifth St,26-96,1,2001,,Factory,1 Unit,1,1,"(42.36833177, -71.08371669)"
36,186 BROOKLINE St,186 Brookline St,95-3,5,1997,,1 Unit,2 Units,2,1,"(42.35941249, -71.10573955)"
658,346 Washington St,346 Washington St,91-14,4,2017,FY17,3 Units,2 Units,2,-1,"(42.36546792, -71.09918839)"
474,2 Hemlock Rd,2 Hemlock Rd,231-45,10,2012,,1 Unit,1 Unit,1,0,"(42.3806243, -71.13204524)"
722,97 Pemberton St,97 Pemberton St,199-1,11,2018,FY19,2 units,1 unit,1,-1,"(42.39028645, -71.12694463)"
491,168 Hampshire St,168 Hampshire St,87-37,4,2013,FY13,Kfc Restaurant,11 Units,11,11,"(42.37204208, -71.0989547)"
675,18-20 Myrtle Ave,18 Myrtle Ave,141-54,6,2017,FY18,2 units,1 unit,1,-1,"(42.37722475, -71.10692887)"
427,442 HURON Ave,442 Huron Ave,247-71,10,2010,,2 Units,1 Unit,1,-1,"(42.38052947, -71.14144339)"
590,341 Harvard St,341 Harvard St,135-67,6,2015,FY16,2 Units,1 Unit,1,-1,"(42.37097092, -71.10974958)"
163,8-12 Boardman St,12 Boardman St,76-130,4,2001,,Factory & Offices,20 Units,20,20,"(42.36704781, -71.09675597)"
532,22 Tremont St,22 Tremont St,87-75,4,2014,FY14,2 Units,1 Unit,1,-1,"(42.37014635, -71.09894737)"
680,24 Winter St,24 Winter St,21-29,1,2017,FY18,3 units,1 unit,1,-1,"(42.37225102, -71.08072732)"
663,47 Bishop Allen Dr,47 Bishop Allen Dr,91-23,4,2017,FY18,parking garage,23 units,23,23,"(42.36467609, -71.10011288)"
549,1868 Massachusetts Ave,1868 Massachusetts Ave,177-34,9,2014,FY15,Grocery/Food Store,27 Units W/ Comm,27,27,"(42.38787949, -71.11951922)"
375,345 Harvard St,125 Harvard St,135-106,6,2008,,2 Units,1 Unit,1,-1,"(42.36526118, -71.09330581)"
256,15 Hawthorne Park,15 Hawthorne Park,248-73,10,2005,,2 Units,1 Unit,1,-1,"(42.38201779, -71.14252992)"
648,33 Kinnaird St,33 Kinnaird St,123-6,7,2017,FY17,1 Unit,2 Units,2,1,"(42.36562238, -71.10922202)"
210,388 Norfolk St,388 Norfolk St,82-60,3,2003,,2 Units,1 Unit,1,-1,"(42.37373066, -71.0957808)"
488,13 Greenough Ave,13 Greenough Ave,ERROR: #N/A,6,2013,FY13,Two-Family,One-Family,1,-1,"(42.37353851, -71.10600249)"
113,150 Franklin St,150 Franklin St,92-124,5,1999,,Vacant,5 Units,5,5,"(42.36270657, -71.10230649)"
750,99 Rindge Ave,99 Rindge Ave,196-71,11,2019,FY19,1 unit,2 units,1,1,"(42.39305795, -71.12878476)"
618,102 APPLETON St,102 Appleton St,231-9,10,2016,FY17,1 Unit,2 Units,1,1,"(42.38026818, -71.13390487)"
517,16-18 Bellis Circle,16 Bellis Circle,271-77,9,2014,FY14,Vacant,1 Unit,1,1,"(42.3895158, -71.13367952)"
343,38 Kelley St,38 Kelley St,229-56,9,2007,,1 Unit,1 Unit,1,0,"(42.38311845, -71.13114595)"
124,368 Rindge Ave,368 Rindge Ave,268B-41,11,1999,,1 Unit,3 Units,2,2,"(42.3936892, -71.1386533)"
356,1 Reservoir St,1 Reservoir St,237-11,10,2007,,Part Of Parcel,1 Unit,1,1,"(42.37921222, -71.13762141)"
755,32 Vineyard St,32 Vineyard St,256-34,13,2019,FY19,2 units,1 unit,1,-1,"(42.3787546, -71.15352669)"
554,270 Third St,270 Third St,16-33,1,2014,FY15,Commerical/Vacant,91 Units,91,91,"(42.36594892, -71.08209516)"
459,1-7 Brattle Circle,1 Brattle Cir,246A-59,10,2012,,10 Units,7 Units,7,-3,"(42.37563928, -71.1414099)"
195,52-56 Roberts Rd,52 Roberts Rd,141-65,6,2002,,3 Unit,2 Units,2,-1,"(42.3776481, -71.10802288)"
146,66 Magazine St,66 Magazine St,103-78,5,2000,,Funeral Parlor/Residence,2 Units,2,1,"(42.3619946, -71.1077521)"
777,227 Prospect St,227 Prospect St,110-67,6,2019,FY20,commercial,3 units,3,3,"(42.37112177, -71.10021498)"
49,55 MONTGOMERY St,169 Monsignor Obrien Hwy,193-147,11,1997,,1 Unit,3 Units,3,2,"(42.37181671, -71.07776937)"
526,93 Kirkland St,93 Kirkland St,146A-74,8,2014,FY14,6 Units,4 Units,4,-2,"(42.3781482, -71.10759775)"
712,157 Hamilton St,157 Hamilton St,97-145,5,2018,FY19,1 unit,2 units,1,1,"(42.35953832, -71.10760706)"
558,620 Cambridge St,620 Cambridge St,34-8,1,2015,FY15,Comm & 2 Units,Comm & 2 Units,2,0,"(42.37181088, -71.08671193)"
581,25 Banks St,25 Banks St,132-23,7,2015,FY16,1 Unit,2 Units,1,1,"(42.37010235, -71.11483893)"
690,12 Dinsmore Ct,12 Dinsmore Ct,220-138,10,2018,FY18,2 units,1 unit,1,-1,"(42.37498987, -71.12906685)"
64,91 SHERMAN St,91 Sherman St,271-22,9,1997,,1 Unit,8 Units,8,7,"(42.38851162, -71.13285913)"
640,8-10 Chestnut St,8 Chestnut St,65-45,5,2017,FY17,2 Units,1 Units,1,-1,"(42.35531813, -71.10686449)"
296,108 Gore St,108 Gore St,23-26,1,2006,,Nonprofit,4 Units,4,4,"(42.371987, -71.0826723)"
19,7 JEFFERSON St,7 Jefferson St,36-89,3,1996,,Vacant Lot,4 Units,4,4,"(42.37306655, -71.08847259)"
705,147 Amory St,147 Amory St,110-24,6,2018,FY19,2 units,3 units,1,1,"(42.37256296, -71.10008325)"
283,37 Banks St,37 Banks St,132-25,7,2006,,Parking,3 Units,3,3,"(42.36978811, -71.11469602)"
151,396-398 Putnam Ave,396 Putnam Ave,101-190,5,2000,,2 Units,8 Units,8,6,"(42.36010936, -71.11247919)"
707,139 Bishop Allen Dr,1 Vail Ct,107-76,6,2018,FY19,24 units,vacant,0,-24,"(42.36689947, -71.10383252)"
415,1066 Cambridge St,1066 Cambridge St,80-128,3,2010,,Antique Store/Comm,19 Units,19,19,"(42.37289613, -71.0952782)"
96,245-247 River St,245 River St,126-172,7,1998,,Vacant Lot,6 Units,6,6,"(42.36317808, -71.11191252)"
328,16 Churchill Ave,16 Churchill Ave,184-11,11,2007,,1 Unit,1 Unit,1,0,"(42.40011358, -71.13286041)"
740,78 Holworthy St,78 Holworthy St,254-31,13,2019,FY19,2 units,2 units,2,0,"(42.37672704, -71.1505636)"
410,277 Broadway,277 Broadway,86-82,4,2010,,Gas Station,Comm/9 Units,9,9,"(42.36805808, -71.0974171)"
264,2377-2399 Mass Ave,2377 Mass Ave,183-128,11,2005,,Bus Yard,40 Units,40,40,"(42.39677837, -71.12927223)"
311,206 Norfolk St,206 Norfolk St,86-102,4,2006,,3 Units,3 Units,3,0,"(42.36915214, -71.09851054)"
51,169 MSGR OBRIEN HGWY,98 Montgomery St,1A-6,1,1997,,Factory,Office/104 Units,104,104,"(42.39626129, -71.13336122)"
68,89-95 WINTHROP St,89 Winthrop St,162-74,10,1997,,Retail,Residential/Mercant,8,8,"(42.37239575, -71.12081033)"
200,1445 Cambridge St,1445 Cambridge St,111-41,6,2003,,Office,1 Unit,1,1,"(42.37407591, -71.1026139)"
673,2551 Massachusetts Ave,2551 Massachusetts Ave,186-84,11,2017,FY18,commercial,4 units,4,4,"(42.40020664, -71.13392643)"
178,157 Pleasant St,157 Pleasant St,128-68,5,2001,,Vacant,27 Units,27,27,"(42.3599129, -71.11319329)"
183,265-267 Western Ave,265 Western Ave,122-40,7,2001,,3 Units,4 Units,4,1,"(42.36476768, -71.1120478)"
332,20 Corporal McTernan St,20 Corporal Mcternan St,103-113,5,2007,,School,23 Units,23,23,"(42.3609464, -71.10787246)"
442,15 Homer Ave,15 Homer Ave,252-151,10,2011,,3 Units,1 Unit,1,-2,"(42.37557114, -71.14800478)"
17,1-3 HOLLIS St,1 Hollis St,196-120,11,1996,,Vacant Lot,4 Units,4,4,"(42.39462335, -71.12751061)"
586,10 Dana St,10 Dana St,116-83,6,2015,FY16,1 Condo,2 Condos,2,1,"(42.37016918, -71.10955846)"
371,14 Dover St,14 Dover St,182-71,11,2008,,2 Units,3 Units,3,0,"(42.39474458, -71.12648093)"
717,1699 Massachusetts Ave,1699 Massachusetts Ave,155-32,8,2018,FY19,parking lot,1 unit,1,1,"(42.38306609, -71.11934844)"
503,158 Cushing St,158 Cushing St,257-26,13,2013,FY14,3 Units,3 Units New Constuction,3,0,"(42.37910051, -71.15250956)"
464,111 Clifton St,111 Clifton St,190-55,11,2012,,1 Unit,2 Units,2,1,"(42.39681659, -71.13612578)"
128,56-58 Wendall St,56 Wendell St,149-81,8,1999,,8 Units,3 Units,3,-5,"(42.38153233, -71.11536016)"
339,73 Grozier Rd,73 Grozier Rd,247-142,10,2007,,2 Units,1 Unit,1,-1,"(42.37981786, -71.14190172)"
471,619 Franklin St,619 Franklin St,121-46,7,2012,,2 Units,3 Units,1,1,"(42.36855935, -71.11322468)"
577,26 Reservoir St,26 Reservoir St,232-101,10,2015,FY15,Vacant,1 Unit,1,1,"(42.37926125, -71.13604723)"
360,5-7 Spruce Ave,5 Spruce Ave,254-91,13,2007,,Vacant,4 Units,4,4,"(42.37530664, -71.15060243)"
643,10 Essex St,10 Essex St,90-194,4,2017,FY17,Parking Lot,46 Units,46,46,"(42.36548946, -71.10263832)"
545,23 Florence St,23 Florence St,100-23,5,2014,FY15,2 Units,1 Unit,1,-1,"(42.35873977, -71.11384068)"
32,195 BLDG 2A BINNEY St,195 Binney St,28-33,1,1997,,Factory,38 Units,38,38,"(42.36605628, -71.08416025)"
745,41 Magazine St,41 Magazine St,104-112,5,2019,FY19,1 unit,2 units,2,1,"(42.36299596, -71.10700449)"
337,180 Garden St,180 Garden St,262-48,9,2007,,1 Unit,1 Unit,1,0,"(42.3857973, -71.13295944)"
703,100 Thorndike St,100 Thorndike St,25-62,1,2018,FY18,1 unit,2 units,1,1,"(42.36985667, -71.08250551)"
656,147-R Prospect St,147 Prospect St,108-83,6,2017,FY17,1 Unit,3 Units,3,2,"(42.36899929, -71.10191638)"
614,134-136 Pleasant St,134 Pleasant St,101-27,5,2016,FY16,4 Units,Vacant,0,-4,"(42.36052202, -71.11217716)"
155,49-B Trowbridge St,49 Trowbridge St,135-114,6,2000,,1 Unit,2 Units,2,1,"(42.37271043, -71.11134166)"
601,163 Allston St,163 Allston St,97-125,5,2016,FY16,3 Units,Vacant,0,-3,"(42.35896748, -71.10803844)"
12,1-15 Davenport St,1 Davenport St,179-74,11,1996,,1 Unit,17 Units,17,16,"(42.38975934, -71.11965342)"
727,28 Berkshire St,28 Berkshire St,40-140,3,2019,FY19,3 units,3 units,3,0,"(42.36897905, -71.09151566)"
73,22 GARdEN St,22 Garden St,216-36,10,1998,,3 Units,2 Units,2,-1,"(42.37787284, -71.12354749)"
176,10-12 Newell St,10 Newell St,205-90,9,2001,,Vacant Lot,2 Units,2,2,"(42.38594114, -71.1289468)"
387,60 Middlesex St,60 Middlesex St,195-41,11,2008,,2 Units,1 Unit,1,-1,"(42.39165765, -71.13049796)"
315,61 Rice St,59 Rice St,192-87,11,2006,,2 Units,1 Unit,1,-1,"(42.39437131, -71.12976724)"
447,71 Normandy Ave,71 Normandy Ave,267A-265,12,2011,,1 Unit,2 Units,2,1,"(42.39396648, -71.15590671)"
572,20 Madison St,20 Madison St,227-76,9,2015,FY15,1 Unit,Vacant,0,-1,"(42.38228451, -71.12891499)"
596,241 Norfolk St,241 Norfolk St,87-95,4,2015,FY16,2 Units,3 Units,1,1,"(42.37014706, -71.09817537)"
613,41 Pleasant St,41 Pleasant St,125-52,7,2016,FY16,1 Unit,1 Unit,1,0,"(42.36428077, -71.10806915)"
144,220-222 Hurley St,220 Hurley St,17-91,1,2000,,Vacant,2 Units,2,2,"(42.36827304, -71.08156423)"
498,78 Amory St,78 Amory St,110-42,6,2013,FY14,Two-Family,Two-Family,1,0,"(42.37127011, -71.10077157)"
44,350 HARVARd St,350 Harvard St,116-116,6,1997,,4 Units,3 Units,3,-1,"(42.37085357, -71.1102174)"
251,21 Fayerweather St,21 Fayerweather St,236-25,10,2005,,1 Unit,2 Unit,2,1,"(42.37805799, -71.13794965)"
466,223 Concord Turnpike,223 Concord Turnpike,267.1-276,11,2012,,Vacant Nightclub,227 Units,227,227,"(42.40001759, -71.15060909)"
232,310-324 Rindge Ave,310 Rindge Ave,268A-40,11,2004,,Industrial/Auto Repair,102 Units,102,102,"(42.39274557, -71.13691541)"
628,175 Huron Ave,177 Huron Ave,230-72,10,2016,FY17,1 Unit,2 Units,2,1,"(42.38221241, -71.13162618)"
451,625 Putnam Ave,625 Putnam Ave,66-124,5,2011,,Industrial,40 Units,40,40,"(42.3562961, -71.1063323)"
100,80 UPLAND Rd,80 Upland Rd,177-51,9,1998,,8 Units,4 Units,4,-4,"(42.3875724, -71.12232882)"
364,45-47 William St,45 William St,105-34,5,2007,,18 Room Boarding House,5 Units,5,-13,"(42.36420447, -71.10713273)"
557,117 APPLETON St,117 Appleton St,232-67,10,2015,FY15,2 Units,1 Unit,1,-1,"(42.38059128, -71.13431586)"
540,7 CHANNING St,7 Channing St,240-45,10,2014,FY15,1 Unit,1 Unit,1,0,"(42.37612305, -71.13582943)"
88,12 MELLEN St,12 Mellen St,157-4,8,1998,,Six Units,4 Units,4,-2,"(42.3806964, -71.11865072)"
483,175 Western Ave,175 Western Ave,123-72,7,2012,,Storage Area,2 Units,2,2,"(42.36511502, -71.10962044)"
204,68-70 Lakeview,68 Lakeview Ave,235-59,10,2003,,2 Unit,1 Unit,1,-1,"(42.37842832, -71.13930815)"
671,6 MAPLE Ave,6 MAPLE Ave,113-2,6,2017,FY18,1 unit,2 units,1,1,"(42.37161049, -71.10509838)"
688,671-675 Concord Ave,671 Concord Ave,2.67E-291,12,2018,FY18,commercial,98 units,98,98,"(42.39015933, -71.14985617)"
525,24 Kelly Rd,24 Kelly Rd,104-131,5,2014,FY14,2 Units,2 Units,2,0,"(42.36235311, -71.10926424)"
582,136-140 Banks St,136 Banks St,130-83,7,2015,FY16,1 Unit,3 Units,2,2,"(42.3674335, -71.11461886)"
496,17 PRENTISS ST,17 Prentiss St,ERROR: #N/A,8,2013,FY13,2 Fam,1 Fam,1,-1,"(42.38445408, -71.11814047)"
760,35 Berkshire St,35 Berkshire St,40-96,3,2019,FY20,vacant,4 units,4,4,"(42.36908477, -71.09168277)"
219,68 Bolton St,68 Bolton St,203A-8,9,2004,,1 Unit,6 Units,6,5,"(42.39010057, -71.13222678)"
105,35-37 BLAKE St,35 Blake St,181-19,11,1999,,2 Units,1 Unit,1,-1,"(42.39180684, -71.12121811)"
369,10 Corporal McTernan St,10 Corporal Mcternan St,103-113,5,2008,,Church,19 Units,19,19,"(42.36068803, -71.10746654)"
772,90 Jackson Rd,90 Jackson St,190-46,11,2019,FY20,vacant,2 units,2,2,"(42.39594075, -71.13537789)"
589,7 Exeter St,7 Exeter Pk,154-69,8,2015,FY16,1 Unit,2 Units,2,1,"(42.38484128, -71.11830294)"
699,146-148 Pearl St,146 Pearl St,94-182,5,2018,FY18,1 unit,2 units,2,1,"(42.36114973, -71.10631459)"
518,51 Cedar St,51 Cedar St,192-9,11,2014,FY14,2 Units,3 Units,1,1,"(42.39471822, -71.13106361)"
320,28-40 Spring St,34 Spring St,19-53,1,2006,,Commercial,5 Units,5,5,"(42.36875536, -71.07943573)"
749,160 Norfolk St,160 Norfolk St,88-50,4,2019,FY19,6 units,6 units,6,0,"(42.36803188, -71.09924257)"
41,30-32 FAIRMONT St,30 Fairmont St,101-87,5,1997,,Vacant Lot,3 Units,3,3,"(42.36150522, -71.11073202)"
305,100 Lansdowne,100 Landsdowne St,68-74,5,2006,,1 Unit,Convert To Observation Room,,-1,"(42.35999671, -71.10095296)"
27,152 Vassal Lane,152 Vassal Lane,233-189,10,1996,,1 Unit,2 Units,2,1,"(42.38356861, -71.1388879)"
259,48 Inman St,48 Inman St,108-87,6,2005,,Office,4 Units,4,4,"(42.36948792, -71.10322071)"
159,4-6 Athens St,4 Athens Ter,132-14,7,2001,,Shed,2 Units,2,2,"(42.37005834, -71.11516987)"
652,992 Memorial Drive,992 Memorial Drive,166-71,10,2017,FY17,2 Units,1 Unit,1,-1,"(42.37354488, -71.12620126)"
352,169 Pearl St,169 Pearl St,103-26,5,2007,,5 Units,4 Units,4,-1,"(42.36069696, -71.10709182)"
391,19 SHERMAN St,19 Sherman St,228-11,9,2008,,1 Unit,2 Units,2,1,"(42.38472486, -71.13022939)"
187,127 Cushing St,127 Cushing St,258-13,13,2002,,1 Unit,1 Unit,1,0,"(42.3784133, -71.15195592)"
56,177 PEMBERTON St,177 Pemberton St,195-156,11,1997,,Residential,20 Units,20,20,"(42.39071145, -71.13150513)"
115,15 Kelley St,15 Kelley St,229-164,9,1999,,1 Unit,2 Units,2,1,"(42.38367703, -71.13186993)"
614,134-136 Pleasant St,134 Pleasant St,101-27,5,2016,FY16,Vacant,1 unit,1,1,"(42.36052202, -71.11217716)"
402,194-R Prospect St,194 Prospect St,87-6,4,2009,,Garage,1 Unit,1,1,"(42.37015694, -71.10029389)"
172,42-48 Jackson St,46 Jackson St,193-8,11,2001,,1 Unit,3 Units,3,2,"(42.39491802, -71.13548284)"
140,49 Cushing St,49 Cushing St,254-102,13,2000,,2 Units,3 Units,3,1,"(42.37626496, -71.1514964)"
731,851 Cambridge St,851 Cambridge St,36-266,3,2019,FY19,8 units,vacant,0,-8,"(42.37255817, -71.09099041)"
419,136 Fayerweather St,136 Fayerweather St,263-117,10,2010,,2 Units,1 Unit,1,-1,"(42.38379261, -71.13628497)"
782,31 Winslow Rd,31 Winslow St,206-48,9,2019,FY20,backyard,3 units,3,3,"(42.38490227, -71.12953873)"
24,45 OrchaRd St,45 Orchard St,180-44,11,1996,,1 Unit,2 Units,2,1,"(42.39165836, -71.12059964)"
9,161 Cherry St,161 Cherry St,75-89,4,1996,,Vacant,3 Units,3,3,"(42.36618645, -71.09681815)"
76,607-619 Green St,607 Green St,121-114,7,1998,,Vacant,7 Units,7,7,"(42.36868009, -71.11146887)"
569,11 Kinnaird St,11 Kinnaird St,125-27,7,2015,FY15,2 Units,1 Unit,1,-1,"(42.36442234, -71.10907719)"
291,197 Coolidge Hill Rd,197 Coolidge Hill,242B-54,10,2006,,Single Family,Single Family,1,0,"(42.37289948, -71.13647625)"
120,195 Prospect St,195 Prospect St,109-44,6,1999,,Nursing Home,20 Units,20,20,"(42.37017243, -71.10083411)"
